n_active,sample_id,policy,throughput,rho,migrations,throughput_gain
2,0,Proposed,80.17555692852986,13.73645688461513,2,0.0
2,0,PdOracle,80.17555692852986,13.73645688461513,1,0.0
2,0,PerfOracle,80.17555692852986,11.685106240114308,0,0.0
2,0,HotCold,80.17555692852986,12.063542708795524,11,0.0
2,1,Proposed,117.55231435832431,6.377278718011614,7,3.1884668453440526
2,1,PdOracle,117.55231435832431,6.377278718011614,2,3.1884668453440526
2,1,PerfOracle,117.55231435832431,5.893930412359739,1,3.1884668453440526
2,1,HotCold,115.57915192707797,5.160723338681093,12,1.2153044140977158
2,2,Proposed,117.55231435832431,6.377278718011614,1,0.0
2,2,PdOracle,117.55231435832431,6.377278718011614,1,0.0
2,2,PerfOracle,117.55231435832431,5.893912292129926,0,0.0
2,2,HotCold,115.97815946667227,5.24781898950366,4,-1.574154891652043
3,0,Proposed,178.930060628859,8.18933087426992,5,3.7108388047573726
3,0,PdOracle,178.930060628859,7.605364026583992,2,3.7108388047573726
3,0,PerfOracle,178.930060628859,6.783995538504854,1,3.7108388047573726
3,0,HotCold,178.930060628859,7.360467717528116,7,3.7108388047573726
3,1,Proposed,104.17654576927009,15.27770716348622,5,0.0
3,1,PdOracle,104.17654576927009,15.27770716348622,2,0.0
3,1,PerfOracle,104.17654576927009,11.635702747835621,0,0.0
3,1,HotCold,104.17654576927009,12.527000397743864,6,0.0
3,2,Proposed,173.72688244611393,6.479120604402491,3,1.613926953787029
3,2,PdOracle,173.72688244611393,6.479120604402491,3,1.613926953787029
3,2,PerfOracle,173.72688244611393,5.89066858264181,1,1.613926953787029
3,2,HotCold,172.79276468275233,5.389357614003274,13,0.6798091904254306
4,0,Proposed,165.55429203980478,6.548010568500793,7,3.06429053336214
4,0,PdOracle,165.55429203980478,6.548010568500793,4,3.06429053336214
4,0,PerfOracle,165.55429203980478,5.893771522896226,1,3.06429053336214
4,0,HotCold,163.7280923133952,5.192700739463274,15,1.238090806952556
4,1,Proposed,208.13422765234432,7.816807120640594,4,5.683616274455318
4,1,PdOracle,208.13422765234432,7.816807120640594,3,5.683616274455318
4,1,PerfOracle,208.13422765234432,6.566203229888774,1,5.683616274455318
4,1,HotCold,208.13422765234432,7.686096295585007,9,5.683616274455318
4,2,Proposed,197.72787128685417,6.608892741883699,6,1.3352648837054915
4,2,PdOracle,197.72787128685417,6.608892741883699,4,1.3352648837054915
4,2,PerfOracle,197.72787128685417,5.894798646271944,1,1.3352648837054915
4,2,HotCold,197.72787128685417,5.60025346396836,15,1.3352648837054915
5,0,Proposed,226.93203831033946,7.829425597262991,5,0.0
5,0,PdOracle,226.93203831033946,7.829425597262991,5,0.0
5,0,PerfOracle,226.93203831033946,7.489970707474899,0,0.0
5,0,HotCold,226.93203831033946,8.325316213257175,15,0.0
5,1,Proposed,291.27919680443824,8.30305719842478,6,3.7033584424062838
5,1,PdOracle,291.27919680443824,8.30305719842478,2,3.7033584424062838
5,1,PerfOracle,291.27919680443824,7.601092919154275,1,3.7033584424062838
5,1,HotCold,291.27919680443824,7.607377885813612,6,3.7033584424062838
5,2,Proposed,259.1056175573889,8.49151471974528,5,3.290763971804438
5,2,PdOracle,259.1056175573889,8.49151471974528,3,3.290763971804438
5,2,PerfOracle,259.1056175573889,7.64891056359974,1,3.290763971804438
5,2,HotCold,259.1056175573889,5.644811570204655,15,3.290763971804438
6,0,Proposed,277.90342821538405,6.655443297449318,7,3.310505727287591
6,0,PdOracle,277.90342821538405,6.655455471034214,5,3.310505727287591
6,0,PerfOracle,277.90342821538405,5.891752627653605,1,3.310505727287591
6,0,HotCold,274.5929088760015,4.875154671537929,15,-1.3612094960535615e-05
6,1,Proposed,288.30978458087424,8.537498401980683,5,4.053630473676606
6,1,PdOracle,288.30978458087424,8.537498401980683,4,4.053630473676606
6,1,PerfOracle,288.30978458087424,6.760508732833906,1,4.053630473676606
6,1,HotCold,284.8722762691829,5.342287720477144,15,0.6161221619852881
6,2,Proposed,277.90342821538405,6.655443297449318,7,1.6725484204968097
6,2,PdOracle,277.90342821538405,6.655443297449318,4,1.6725484204968097
6,2,PerfOracle,277.90342821538405,5.979638515152273,1,1.6725484204968097
6,2,HotCold,277.90342821538405,5.652131278422919,15,1.6725484204968097
7,0,Proposed,312.3107734216145,8.563572348115015,7,4.778713313635251
7,0,PdOracle,312.3107734216145,8.563572348115015,6,4.778713313635251
7,0,PerfOracle,312.3107734216145,7.690161844459985,2,4.778713313635251
7,0,HotCold,312.3107734216145,7.690930887869419,15,4.778713313635251
7,1,Proposed,339.28117448591877,8.165820580045102,7,3.1936337490466826
7,1,PdOracle,339.28117448591877,8.359841308969898,5,3.1936337490466826
7,1,PerfOracle,339.28117448591877,7.464953643724141,1,3.1936337490466826
7,1,HotCold,339.28117448591877,8.083249943515126,15,3.1936337490466826
7,2,Proposed,334.0779963031737,6.6554785221614035,9,1.7008673794657057
7,2,PdOracle,334.0779963031737,6.65543641778405,4,1.7008673794657057
7,2,PerfOracle,334.0779963031737,5.615207196968377,1,1.7008673794657057
7,2,HotCold,332.80182365498666,5.313434008028196,15,0.4246947312786915
8,0,Proposed,470.20925743329724,8.765556315757538,12,7.167101664768154
8,0,PdOracle,470.20925743329724,8.506331286131164,6,7.167101664768154
8,0,PerfOracle,470.20925743329724,5.613261510714474,1,7.167101664768154
8,0,HotCold,470.20925743329724,7.213753435640754,11,7.167101664768154
8,1,Proposed,405.8620989391985,7.654152155592119,7,5.896730253867361
8,1,PdOracle,405.8620989391985,10.139195665309972,4,5.896730253867361
8,1,PerfOracle,405.8620989391985,6.221917174553125,1,5.896730253867361
8,1,HotCold,405.8620989391985,6.971753651638788,15,5.896730253867361
8,2,Proposed,293.73182664981516,6.6803028243007265,11,1.6571420427613361
