n_active,sample_id,policy,throughput,rho,migrations,throughput_gain
2,0,Proposed,116.38843005774685,13.548068009174393,2,0.0
2,0,PdOracle,116.38843005774685,13.548068009174393,1,0.0
2,0,PerfOracle,116.38843005774685,13.414966484014634,0,0.0
2,0,HotCold,116.38843005774685,13.525666782695417,5,0.0
2,1,Proposed,47.52671057572325,18.024104627978346,1,0.0
2,1,PdOracle,47.52671057572325,18.027735439204996,1,0.0
2,1,PerfOracle,47.52671057572325,17.793074909903197,0,0.0
2,1,HotCold,47.52671057572325,17.981391392360806,2,0.0
3,0,Proposed,172.0068143030831,13.602813747520948,2,0.0
3,0,PdOracle,172.0068143030831,13.615319192240172,2,0.0
3,0,PerfOracle,172.0068143030831,13.441154593715261,0,0.0
3,0,HotCold,172.0068143030831,13.611639955866027,5,0.0
3,1,Proposed,145.3034469126828,13.62299038792311,0,0.0
3,1,PdOracle,145.3034469126828,13.62299038792311,0,0.0
3,1,PerfOracle,145.3034469126828,13.62299038792311,0,0.0
3,1,HotCold,145.3034469126828,13.638226015999244,4,0.0
4,0,Proposed,163.9151406334701,13.548638479351665,2,0.0
4,0,PdOracle,163.9151406334701,13.548638479351665,1,0.0
4,0,PerfOracle,163.9151406334701,13.425835303632624,0,0.0
4,0,HotCold,163.9151406334701,13.426017869629037,5,0.0
4,1,Proposed,195.77016959094473,13.61144506216793,2,0.0
4,1,PdOracle,195.77016959094473,13.609595110009142,1,0.0
4,1,PerfOracle,195.77016959094473,13.48629115991599,0,0.0
4,1,HotCold,195.77016959094473,13.486271451519297,5,0.0
5,0,Proposed,251.38855383628098,13.670633131731334,3,0.0
5,0,PdOracle,251.38855383628098,13.60912014396056,1,0.0
5,0,PerfOracle,251.38855383628098,13.486166958143556,0,0.0
5,0,HotCold,251.38855383628098,13.549359809249193,5,0.0
5,1,Proposed,256.54021540335526,13.876341757482125,3,0.0
5,1,PdOracle,256.54021540335526,13.874238700262925,3,0.0
5,1,PerfOracle,256.54021540335526,13.421615456494568,0,0.0
5,1,HotCold,256.54021540335526,13.753812005113677,5,0.0
6,0,Proposed,344.01362860616615,13.885626789949345,3,0.0
6,0,PdOracle,344.01362860616615,13.885832773349911,2,0.0
6,0,PerfOracle,344.01362860616615,13.425994596258906,0,0.0
6,0,HotCold,344.01362860616615,13.897850657491118,5,0.0
6,1,Proposed,285.45523225829123,13.806375543269482,3,0.0
6,1,PdOracle,285.45523225829123,13.806375543269482,2,0.0
6,1,PerfOracle,285.45523225829123,13.481044685327833,0,0.0
6,1,HotCold,285.45523225829123,13.503746719205907,5,0.0
7,0,Proposed,341.0736165036275,13.933412308136974,5,0.0
7,0,PdOracle,341.0736165036275,13.805532629804693,2,0.0
7,0,PerfOracle,341.0736165036275,13.411117392369658,0,0.0
7,0,HotCold,341.0736165036275,13.733178487336923,5,0.0
7,1,Proposed,330.7702933694788,13.681647305281345,4,0.0
7,1,PdOracle,330.7702933694788,13.643240753364639,2,0.0
7,1,PerfOracle,330.7702933694788,13.40889444774276,0,0.0
7,1,HotCold,330.7702933694788,13.42966440866381,5,0.0
8,0,Proposed,428.54702970643837,13.821983771054308,3,0.0
8,0,PdOracle,428.54702970643837,13.823770814473493,2,0.0
8,0,PerfOracle,428.54702970643837,13.47694744158046,0,0.0
8,0,HotCold,428.54702970643837,13.551927642816972,5,0.0
8,1,Proposed,470.70538179806164,13.762365874359675,3,0.0
8,1,PdOracle,470.70538179806164,13.802080019231528,3,0.0
8,1,PerfOracle,470.70538179806164,13.436192673456233,0,0.0
8,1,HotCold,470.70538179806164,13.819655970582787,5,0.0
9,0,Proposed,415.30369446975095,13.694002152343481,2,0.0
9,0,PdOracle,415.30369446975095,13.713983589272118,1,0.0
9,0,PerfOracle,415.30369446975095,13.424030643599592,0,0.0
9,0,HotCold,415.30369446975095,13.75712015137458,5,0.0
9,1,Proposed,388.6003270793507,13.937222222661841,4,0.0
9,1,PdOracle,388.6003270793507,13.761850089407378,1,0.0
9,1,PerfOracle,388.6003270793507,13.496638232473103,0,0.0
9,1,HotCold,388.6003270793507,13.740982548256714,5,0.0
10,0,Proposed,544.9354597641852,13.690773947614382,1,0.0
10,0,PdOracle,544.9354597641852,13.765913902061659,2,0.0
10,0,PerfOracle,544.9354597641852,13.549099693523733,0,0.0
10,0,HotCold,544.9354597641852,13.411193553608147,5,0.0
