n_active,sample_id,policy,throughput,rho,migrations,throughput_gain
2,0,Proposed,80.17555692852986,16.89576713818276,3,0.0
2,0,PdOracle,80.17555692852986,16.848382273604336,1,0.0
2,0,PerfOracle,80.17555692852986,16.757140767019507,0,0.0
2,0,HotCold,80.17555692852986,16.85779036263088,5,0.0
5,0,Proposed,259.1056175573889,13.198564282724728,3,0.0
5,0,PdOracle,259.1056175573889,13.21024174162069,3,0.0
5,0,PerfOracle,259.1056175573889,12.906365376129008,0,0.0
5,0,HotCold,259.1056175573889,13.150877104510746,5,0.0
10,0,Proposed,518.2112351147778,13.066937218059124,5,0.0
10,0,PdOracle,518.2112351147778,13.202493483490032,5,0.0
10,0,PerfOracle,518.2112351147778,12.901107921468752,0,0.0
10,0,HotCold,518.2112351147778,13.027107329255523,5,0.0
15,0,Proposed,633.0130011357337,13.135694808151955,5,0.0
15,0,PdOracle,633.0130011357337,13.159395843355899,4,0.0
15,0,PerfOracle,633.0130011357337,12.943229077714483,0,0.0
15,0,HotCold,633.0130011357337,13.084297510894265,5,0.0
20,0,Proposed,993.8425346170154,13.19079794612167,5,0.0
20,0,PdOracle,993.8425346170154,13.226903299361782,5,0.0
20,0,PerfOracle,993.8425346170154,12.984235237380213,0,0.0
20,0,HotCold,993.8425346170154,13.207164813921324,5,0.0
25,0,Proposed,1151.2242362505115,13.211376896782912,5,0.0
25,0,PdOracle,1151.2242362505115,13.271283855279288,4,0.0
25,0,PerfOracle,1151.2242362505115,12.961897075857339,0,0.0
25,0,HotCold,1151.2242362505115,13.202398425639418,5,0.0
30,0,Proposed,1512.0537697317936,13.299382524732044,5,0.0
30,0,PdOracle,1512.0537697317936,13.299008825229466,5,0.0
30,0,PerfOracle,1512.0537697317936,13.04025985770458,0,0.0
30,0,HotCold,1512.0537697317936,13.290910896240383,5,0.0
35,0,Proposed,1701.6090506123387,13.315813039911454,1,0.0
35,0,PdOracle,1701.6090506123387,13.316976269288057,1,0.0
35,0,PerfOracle,1701.6090506123387,13.303278796383454,0,0.0
35,0,HotCold,1701.6090506123387,13.174410078384199,5,0.0
40,0,Proposed,1950.3083118042373,13.350355496078773,5,0.0
40,0,PdOracle,1950.3083118042373,13.334885264884107,3,0.0
40,0,PerfOracle,1950.3083118042373,13.074055185351103,0,0.0
40,0,HotCold,1950.3083118042373,13.32880659087278,5,0.0
45,0,Proposed,2155.4731272330177,13.335413475823861,2,0.0
45,0,PdOracle,2155.4731272330177,13.335413475823861,2,0.0
45,0,PerfOracle,2155.4731272330177,13.234357197080652,0,0.0
45,0,HotCold,2155.4731272330177,13.320957576787782,5,0.0
50,0,Proposed,2371.998809177867,13.328601654153342,1,0.0
50,0,PdOracle,2371.998809177867,13.328601654153342,1,0.0
50,0,PerfOracle,2371.998809177867,13.250490261327355,0,0.0
50,0,HotCold,2371.998809177867,13.330557824216672,5,0.0
